sk_cliente,sk_pais,sk_estado_cliente,sk_tiempo_cliente_desde,mrr,arr,cantidad_cliente,flag_cliente_pago,flag_activo,flag_cancelado,flag_past_due,riesgo_churn
385,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
386,10.0,4,,0.0,0.0,1,0,0,0,0,No aplica
387,,4,,0.0,0.0,1,0,0,0,0,No aplica
388,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
389,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
390,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
391,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
392,12.0,4,,0.0,0.0,1,0,0,0,0,No aplica
393,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
394,,4,,0.0,0.0,1,0,0,0,0,No aplica
395,,4,,0.0,0.0,1,0,0,0,0,No aplica
396,13.0,4,,0.0,0.0,1,0,0,0,0,No aplica
397,6.0,4,,0.0,0.0,1,0,0,0,0,No aplica
398,,4,,0.0,0.0,1,0,0,0,0,No aplica
399,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
400,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
401,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
402,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
403,,4,,0.0,0.0,1,0,0,0,0,No aplica
404,,4,,0.0,0.0,1,0,0,0,0,No aplica
405,,4,,0.0,0.0,1,0,0,0,0,No aplica
406,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
407,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
408,,4,,0.0,0.0,1,0,0,0,0,No aplica
409,,4,,0.0,0.0,1,0,0,0,0,No aplica
410,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
411,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
412,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
413,,4,,0.0,0.0,1,0,0,0,0,No aplica
414,,4,,0.0,0.0,1,0,0,0,0,No aplica
415,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
416,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
417,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
418,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
419,,4,,0.0,0.0,1,0,0,0,0,No aplica
420,,4,,0.0,0.0,1,0,0,0,0,No aplica
421,,4,,0.0,0.0,1,0,0,0,0,No aplica
422,,4,,0.0,0.0,1,0,0,0,0,No aplica
423,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
424,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
425,,4,,0.0,0.0,1,0,0,0,0,No aplica
426,,4,,0.0,0.0,1,0,0,0,0,No aplica
427,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
428,,4,,0.0,0.0,1,0,0,0,0,No aplica
429,,4,,0.0,0.0,1,0,0,0,0,No aplica
430,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
431,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
432,,4,,0.0,0.0,1,0,0,0,0,No aplica
433,,4,,0.0,0.0,1,0,0,0,0,No aplica
434,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
435,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
436,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
437,,4,,0.0,0.0,1,0,0,0,0,No aplica
438,,4,,0.0,0.0,1,0,0,0,0,No aplica
439,,4,,0.0,0.0,1,0,0,0,0,No aplica
440,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
441,,4,,0.0,0.0,1,0,0,0,0,No aplica
442,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
443,,4,,0.0,0.0,1,0,0,0,0,No aplica
444,,4,,0.0,0.0,1,0,0,0,0,No aplica
445,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
446,,4,,0.0,0.0,1,0,0,0,0,No aplica
447,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
448,,4,,0.0,0.0,1,0,0,0,0,No aplica
449,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
450,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
451,,4,,0.0,0.0,1,0,0,0,0,No aplica
452,,4,,0.0,0.0,1,0,0,0,0,No aplica
453,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
454,,4,,0.0,0.0,1,0,0,0,0,No aplica
455,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
456,,4,,0.0,0.0,1,0,0,0,0,No aplica
457,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
458,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
459,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
460,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
461,,4,,0.0,0.0,1,0,0,0,0,No aplica
462,,4,,0.0,0.0,1,0,0,0,0,No aplica
463,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
464,,4,,0.0,0.0,1,0,0,0,0,No aplica
465,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
466,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
467,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
468,,4,,0.0,0.0,1,0,0,0,0,No aplica
469,,4,,0.0,0.0,1,0,0,0,0,No aplica
470,,4,,0.0,0.0,1,0,0,0,0,No aplica
471,,4,,0.0,0.0,1,0,0,0,0,No aplica
472,14.0,4,,0.0,0.0,1,0,0,0,0,No aplica
473,,4,,0.0,0.0,1,0,0,0,0,No aplica
474,,4,,0.0,0.0,1,0,0,0,0,No aplica
475,,4,,0.0,0.0,1,0,0,0,0,No aplica
476,,4,,0.0,0.0,1,0,0,0,0,No aplica
477,,4,,0.0,0.0,1,0,0,0,0,No aplica
478,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
479,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
480,,4,,0.0,0.0,1,0,0,0,0,No aplica
481,,4,,0.0,0.0,1,0,0,0,0,No aplica
482,,4,,0.0,0.0,1,0,0,0,0,No aplica
483,,4,,0.0,0.0,1,0,0,0,0,No aplica
484,,4,,0.0,0.0,1,0,0,0,0,No aplica
485,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
486,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
487,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
488,,4,,0.0,0.0,1,0,0,0,0,No aplica
489,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
490,,4,,0.0,0.0,1,0,0,0,0,No aplica
491,,4,,0.0,0.0,1,0,0,0,0,No aplica
492,,4,,0.0,0.0,1,0,0,0,0,No aplica
493,,4,,0.0,0.0,1,0,0,0,0,No aplica
494,,4,,0.0,0.0,1,0,0,0,0,No aplica
495,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
496,,4,,0.0,0.0,1,0,0,0,0,No aplica
497,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
498,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
499,,4,,0.0,0.0,1,0,0,0,0,No aplica
500,,4,,0.0,0.0,1,0,0,0,0,No aplica
501,,4,,0.0,0.0,1,0,0,0,0,No aplica
502,,4,,0.0,0.0,1,0,0,0,0,No aplica
503,,4,,0.0,0.0,1,0,0,0,0,No aplica
504,,4,,0.0,0.0,1,0,0,0,0,No aplica
505,,4,,0.0,0.0,1,0,0,0,0,No aplica
506,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
507,,4,,0.0,0.0,1,0,0,0,0,No aplica
508,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
509,,4,,0.0,0.0,1,0,0,0,0,No aplica
510,,4,,0.0,0.0,1,0,0,0,0,No aplica
511,,4,,0.0,0.0,1,0,0,0,0,No aplica
512,,4,,0.0,0.0,1,0,0,0,0,No aplica
513,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
514,,4,,0.0,0.0,1,0,0,0,0,No aplica
515,,4,,0.0,0.0,1,0,0,0,0,No aplica
516,,4,,0.0,0.0,1,0,0,0,0,No aplica
517,,4,,0.0,0.0,1,0,0,0,0,No aplica
518,,4,,0.0,0.0,1,0,0,0,0,No aplica
519,,4,,0.0,0.0,1,0,0,0,0,No aplica
520,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
521,,4,,0.0,0.0,1,0,0,0,0,No aplica
522,,4,,0.0,0.0,1,0,0,0,0,No aplica
523,,4,,0.0,0.0,1,0,0,0,0,No aplica
524,,4,,0.0,0.0,1,0,0,0,0,No aplica
525,,4,,0.0,0.0,1,0,0,0,0,No aplica
526,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
527,,4,,0.0,0.0,1,0,0,0,0,No aplica
528,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
529,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
530,,4,,0.0,0.0,1,0,0,0,0,No aplica
531,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
532,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
533,,4,,0.0,0.0,1,0,0,0,0,No aplica
534,,4,,0.0,0.0,1,0,0,0,0,No aplica
535,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
536,,4,,0.0,0.0,1,0,0,0,0,No aplica
537,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
538,,4,,0.0,0.0,1,0,0,0,0,No aplica
539,,4,,0.0,0.0,1,0,0,0,0,No aplica
540,,4,,0.0,0.0,1,0,0,0,0,No aplica
541,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
542,,4,,0.0,0.0,1,0,0,0,0,No aplica
543,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
544,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
545,,4,,0.0,0.0,1,0,0,0,0,No aplica
546,,4,,0.0,0.0,1,0,0,0,0,No aplica
547,,4,,0.0,0.0,1,0,0,0,0,No aplica
548,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
549,,4,,0.0,0.0,1,0,0,0,0,No aplica
550,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
551,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
552,,4,,0.0,0.0,1,0,0,0,0,No aplica
553,,4,,0.0,0.0,1,0,0,0,0,No aplica
554,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
555,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
556,,4,,0.0,0.0,1,0,0,0,0,No aplica
557,,4,,0.0,0.0,1,0,0,0,0,No aplica
558,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
559,,4,,0.0,0.0,1,0,0,0,0,No aplica
560,,4,,0.0,0.0,1,0,0,0,0,No aplica
561,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
562,,4,,0.0,0.0,1,0,0,0,0,No aplica
563,,4,,0.0,0.0,1,0,0,0,0,No aplica
564,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
565,,4,,0.0,0.0,1,0,0,0,0,No aplica
566,,4,,0.0,0.0,1,0,0,0,0,No aplica
567,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
568,,4,,0.0,0.0,1,0,0,0,0,No aplica
569,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
570,,4,,0.0,0.0,1,0,0,0,0,No aplica
571,,4,,0.0,0.0,1,0,0,0,0,No aplica
572,,4,,0.0,0.0,1,0,0,0,0,No aplica
573,,4,,0.0,0.0,1,0,0,0,0,No aplica
574,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
575,,4,,0.0,0.0,1,0,0,0,0,No aplica
576,,4,,0.0,0.0,1,0,0,0,0,No aplica
577,,4,,0.0,0.0,1,0,0,0,0,No aplica
578,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
579,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
580,15.0,4,,0.0,0.0,1,0,0,0,0,No aplica
581,,4,,0.0,0.0,1,0,0,0,0,No aplica
582,,4,,0.0,0.0,1,0,0,0,0,No aplica
583,,4,,0.0,0.0,1,0,0,0,0,No aplica
584,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
585,,4,,0.0,0.0,1,0,0,0,0,No aplica
586,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
587,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
588,,4,,0.0,0.0,1,0,0,0,0,No aplica
589,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
590,,4,,0.0,0.0,1,0,0,0,0,No aplica
591,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
592,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
593,,4,,0.0,0.0,1,0,0,0,0,No aplica
594,,4,,0.0,0.0,1,0,0,0,0,No aplica
595,,4,,0.0,0.0,1,0,0,0,0,No aplica
596,,4,,0.0,0.0,1,0,0,0,0,No aplica
597,,4,,0.0,0.0,1,0,0,0,0,No aplica
598,,4,,0.0,0.0,1,0,0,0,0,No aplica
599,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
600,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
601,,4,,0.0,0.0,1,0,0,0,0,No aplica
602,,4,,0.0,0.0,1,0,0,0,0,No aplica
603,,4,,0.0,0.0,1,0,0,0,0,No aplica
604,,4,,0.0,0.0,1,0,0,0,0,No aplica
605,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
606,,4,,0.0,0.0,1,0,0,0,0,No aplica
607,,4,,0.0,0.0,1,0,0,0,0,No aplica
608,,4,,0.0,0.0,1,0,0,0,0,No aplica
609,,4,,0.0,0.0,1,0,0,0,0,No aplica
610,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
611,,4,,0.0,0.0,1,0,0,0,0,No aplica
612,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
613,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
614,,4,,0.0,0.0,1,0,0,0,0,No aplica
615,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
616,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
617,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
618,,4,,0.0,0.0,1,0,0,0,0,No aplica
619,,4,,0.0,0.0,1,0,0,0,0,No aplica
620,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
621,,4,,0.0,0.0,1,0,0,0,0,No aplica
622,13.0,4,,0.0,0.0,1,0,0,0,0,No aplica
623,,4,,0.0,0.0,1,0,0,0,0,No aplica
624,,4,,0.0,0.0,1,0,0,0,0,No aplica
625,,4,,0.0,0.0,1,0,0,0,0,No aplica
626,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
627,,4,,0.0,0.0,1,0,0,0,0,No aplica
628,,4,,0.0,0.0,1,0,0,0,0,No aplica
629,,4,,0.0,0.0,1,0,0,0,0,No aplica
630,,4,,0.0,0.0,1,0,0,0,0,No aplica
631,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
632,,4,,0.0,0.0,1,0,0,0,0,No aplica
633,,4,,0.0,0.0,1,0,0,0,0,No aplica
634,,4,,0.0,0.0,1,0,0,0,0,No aplica
635,,4,,0.0,0.0,1,0,0,0,0,No aplica
636,,4,,0.0,0.0,1,0,0,0,0,No aplica
637,,4,,0.0,0.0,1,0,0,0,0,No aplica
638,,4,,0.0,0.0,1,0,0,0,0,No aplica
639,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
640,,4,,0.0,0.0,1,0,0,0,0,No aplica
641,,4,,0.0,0.0,1,0,0,0,0,No aplica
642,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
643,,4,,0.0,0.0,1,0,0,0,0,No aplica
644,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
645,,4,,0.0,0.0,1,0,0,0,0,No aplica
646,,4,,0.0,0.0,1,0,0,0,0,No aplica
647,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
648,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
649,,4,,0.0,0.0,1,0,0,0,0,No aplica
650,,4,,0.0,0.0,1,0,0,0,0,No aplica
651,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
652,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
653,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
654,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
655,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
656,,4,,0.0,0.0,1,0,0,0,0,No aplica
657,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
658,,4,,0.0,0.0,1,0,0,0,0,No aplica
659,,4,,0.0,0.0,1,0,0,0,0,No aplica
660,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
661,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
662,,4,,0.0,0.0,1,0,0,0,0,No aplica
663,,4,,0.0,0.0,1,0,0,0,0,No aplica
664,,4,,0.0,0.0,1,0,0,0,0,No aplica
665,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
666,,4,,0.0,0.0,1,0,0,0,0,No aplica
667,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
668,,4,,0.0,0.0,1,0,0,0,0,No aplica
669,,4,,0.0,0.0,1,0,0,0,0,No aplica
670,,4,,0.0,0.0,1,0,0,0,0,No aplica
671,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
672,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
673,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
674,,4,,0.0,0.0,1,0,0,0,0,No aplica
675,,4,,0.0,0.0,1,0,0,0,0,No aplica
676,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
677,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
678,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
679,,4,,0.0,0.0,1,0,0,0,0,No aplica
680,,4,,0.0,0.0,1,0,0,0,0,No aplica
681,,4,,0.0,0.0,1,0,0,0,0,No aplica
682,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
683,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
684,,4,,0.0,0.0,1,0,0,0,0,No aplica
685,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
686,,4,,0.0,0.0,1,0,0,0,0,No aplica
687,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
688,,4,,0.0,0.0,1,0,0,0,0,No aplica
689,,4,,0.0,0.0,1,0,0,0,0,No aplica
690,,4,,0.0,0.0,1,0,0,0,0,No aplica
691,,4,,0.0,0.0,1,0,0,0,0,No aplica
692,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
693,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
694,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
695,,4,,0.0,0.0,1,0,0,0,0,No aplica
696,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
697,,4,,0.0,0.0,1,0,0,0,0,No aplica
698,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
699,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
700,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
701,,4,,0.0,0.0,1,0,0,0,0,No aplica
702,,4,,0.0,0.0,1,0,0,0,0,No aplica
703,,4,,0.0,0.0,1,0,0,0,0,No aplica
704,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
705,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
706,,4,,0.0,0.0,1,0,0,0,0,No aplica
707,,4,,0.0,0.0,1,0,0,0,0,No aplica
708,,4,,0.0,0.0,1,0,0,0,0,No aplica
709,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
710,,4,,0.0,0.0,1,0,0,0,0,No aplica
711,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
712,,4,,0.0,0.0,1,0,0,0,0,No aplica
713,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
714,,4,,0.0,0.0,1,0,0,0,0,No aplica
715,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
716,,4,,0.0,0.0,1,0,0,0,0,No aplica
717,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
718,,4,,0.0,0.0,1,0,0,0,0,No aplica
719,,4,,0.0,0.0,1,0,0,0,0,No aplica
720,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
721,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
722,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
723,,4,,0.0,0.0,1,0,0,0,0,No aplica
724,,4,,0.0,0.0,1,0,0,0,0,No aplica
725,,4,,0.0,0.0,1,0,0,0,0,No aplica
726,,4,,0.0,0.0,1,0,0,0,0,No aplica
727,,4,,0.0,0.0,1,0,0,0,0,No aplica
728,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
729,,4,,0.0,0.0,1,0,0,0,0,No aplica
730,,4,,0.0,0.0,1,0,0,0,0,No aplica
731,,4,,0.0,0.0,1,0,0,0,0,No aplica
732,,4,,0.0,0.0,1,0,0,0,0,No aplica
733,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
734,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
735,,4,,0.0,0.0,1,0,0,0,0,No aplica
736,,4,,0.0,0.0,1,0,0,0,0,No aplica
737,,4,,0.0,0.0,1,0,0,0,0,No aplica
738,,4,,0.0,0.0,1,0,0,0,0,No aplica
739,,4,,0.0,0.0,1,0,0,0,0,No aplica
740,,4,,0.0,0.0,1,0,0,0,0,No aplica
741,,4,,0.0,0.0,1,0,0,0,0,No aplica
742,,4,,0.0,0.0,1,0,0,0,0,No aplica
743,,4,,0.0,0.0,1,0,0,0,0,No aplica
744,,4,,0.0,0.0,1,0,0,0,0,No aplica
745,,4,,0.0,0.0,1,0,0,0,0,No aplica
746,,4,,0.0,0.0,1,0,0,0,0,No aplica
747,,4,,0.0,0.0,1,0,0,0,0,No aplica
748,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
749,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
750,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
751,,4,,0.0,0.0,1,0,0,0,0,No aplica
752,,4,,0.0,0.0,1,0,0,0,0,No aplica
753,12.0,4,,0.0,0.0,1,0,0,0,0,No aplica
754,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
755,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
756,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
757,,4,,0.0,0.0,1,0,0,0,0,No aplica
758,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
759,,4,,0.0,0.0,1,0,0,0,0,No aplica
760,,4,,0.0,0.0,1,0,0,0,0,No aplica
761,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
762,,4,,0.0,0.0,1,0,0,0,0,No aplica
763,,4,,0.0,0.0,1,0,0,0,0,No aplica
764,,4,,0.0,0.0,1,0,0,0,0,No aplica
765,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
766,,4,,0.0,0.0,1,0,0,0,0,No aplica
767,,4,,0.0,0.0,1,0,0,0,0,No aplica
768,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
769,,4,,0.0,0.0,1,0,0,0,0,No aplica
770,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
771,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
772,,4,,0.0,0.0,1,0,0,0,0,No aplica
773,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
774,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
775,,4,,0.0,0.0,1,0,0,0,0,No aplica
776,,4,,0.0,0.0,1,0,0,0,0,No aplica
777,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
778,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
779,,4,,0.0,0.0,1,0,0,0,0,No aplica
780,,4,,0.0,0.0,1,0,0,0,0,No aplica
781,,4,,0.0,0.0,1,0,0,0,0,No aplica
782,,4,,0.0,0.0,1,0,0,0,0,No aplica
783,,4,,0.0,0.0,1,0,0,0,0,No aplica
784,,4,,0.0,0.0,1,0,0,0,0,No aplica
785,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
786,,4,,0.0,0.0,1,0,0,0,0,No aplica
787,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
788,,4,,0.0,0.0,1,0,0,0,0,No aplica
789,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
790,,4,,0.0,0.0,1,0,0,0,0,No aplica
791,,4,,0.0,0.0,1,0,0,0,0,No aplica
792,,4,,0.0,0.0,1,0,0,0,0,No aplica
793,,4,,0.0,0.0,1,0,0,0,0,No aplica
794,,4,,0.0,0.0,1,0,0,0,0,No aplica
795,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
796,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
797,,4,,0.0,0.0,1,0,0,0,0,No aplica
798,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
799,,4,,0.0,0.0,1,0,0,0,0,No aplica
800,,4,,0.0,0.0,1,0,0,0,0,No aplica
801,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
802,,4,,0.0,0.0,1,0,0,0,0,No aplica
803,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
804,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
805,,4,,0.0,0.0,1,0,0,0,0,No aplica
806,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
807,,4,,0.0,0.0,1,0,0,0,0,No aplica
808,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
809,,4,,0.0,0.0,1,0,0,0,0,No aplica
810,,4,,0.0,0.0,1,0,0,0,0,No aplica
811,,4,,0.0,0.0,1,0,0,0,0,No aplica
812,16.0,4,,0.0,0.0,1,0,0,0,0,No aplica
813,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
814,,4,,0.0,0.0,1,0,0,0,0,No aplica
815,,4,,0.0,0.0,1,0,0,0,0,No aplica
816,,4,,0.0,0.0,1,0,0,0,0,No aplica
817,,4,,0.0,0.0,1,0,0,0,0,No aplica
818,,4,,0.0,0.0,1,0,0,0,0,No aplica
819,15.0,4,,0.0,0.0,1,0,0,0,0,No aplica
820,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
821,,4,,0.0,0.0,1,0,0,0,0,No aplica
822,,4,,0.0,0.0,1,0,0,0,0,No aplica
823,,4,,0.0,0.0,1,0,0,0,0,No aplica
824,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
825,17.0,4,,0.0,0.0,1,0,0,0,0,No aplica
826,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
827,,4,,0.0,0.0,1,0,0,0,0,No aplica
828,,4,,0.0,0.0,1,0,0,0,0,No aplica
829,,4,,0.0,0.0,1,0,0,0,0,No aplica
830,,4,,0.0,0.0,1,0,0,0,0,No aplica
831,6.0,4,,0.0,0.0,1,0,0,0,0,No aplica
832,,4,,0.0,0.0,1,0,0,0,0,No aplica
833,,4,,0.0,0.0,1,0,0,0,0,No aplica
834,,4,,0.0,0.0,1,0,0,0,0,No aplica
835,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
836,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
837,,4,,0.0,0.0,1,0,0,0,0,No aplica
838,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
839,,4,,0.0,0.0,1,0,0,0,0,No aplica
840,,4,,0.0,0.0,1,0,0,0,0,No aplica
841,,4,,0.0,0.0,1,0,0,0,0,No aplica
842,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
843,,4,,0.0,0.0,1,0,0,0,0,No aplica
844,,4,,0.0,0.0,1,0,0,0,0,No aplica
