sk_cliente,sk_pais,sk_estado_cliente,sk_tiempo_cliente_desde,mrr,arr,cantidad_cliente,flag_cliente_pago,flag_activo,flag_cancelado,flag_past_due,riesgo_churn
845,13.0,4,,0.0,0.0,1,0,0,0,0,No aplica
846,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
847,,4,,0.0,0.0,1,0,0,0,0,No aplica
848,,4,,0.0,0.0,1,0,0,0,0,No aplica
849,,4,,0.0,0.0,1,0,0,0,0,No aplica
850,,4,,0.0,0.0,1,0,0,0,0,No aplica
851,,4,,0.0,0.0,1,0,0,0,0,No aplica
852,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
853,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
854,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
855,,4,,0.0,0.0,1,0,0,0,0,No aplica
856,,4,,0.0,0.0,1,0,0,0,0,No aplica
857,12.0,4,,0.0,0.0,1,0,0,0,0,No aplica
858,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
859,,4,,0.0,0.0,1,0,0,0,0,No aplica
860,18.0,4,,0.0,0.0,1,0,0,0,0,No aplica
861,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
862,,4,,0.0,0.0,1,0,0,0,0,No aplica
863,,4,,0.0,0.0,1,0,0,0,0,No aplica
864,,4,,0.0,0.0,1,0,0,0,0,No aplica
865,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
866,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
867,,4,,0.0,0.0,1,0,0,0,0,No aplica
868,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
869,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
870,,4,,0.0,0.0,1,0,0,0,0,No aplica
871,,4,,0.0,0.0,1,0,0,0,0,No aplica
872,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
873,,4,,0.0,0.0,1,0,0,0,0,No aplica
874,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
875,,4,,0.0,0.0,1,0,0,0,0,No aplica
876,,4,,0.0,0.0,1,0,0,0,0,No aplica
877,12.0,4,,0.0,0.0,1,0,0,0,0,No aplica
878,13.0,4,,0.0,0.0,1,0,0,0,0,No aplica
879,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
880,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
881,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
882,15.0,4,,0.0,0.0,1,0,0,0,0,No aplica
883,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
884,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
885,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
886,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
887,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
888,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
889,,4,,0.0,0.0,1,0,0,0,0,No aplica
890,,4,,0.0,0.0,1,0,0,0,0,No aplica
891,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
892,,4,,0.0,0.0,1,0,0,0,0,No aplica
893,,4,,0.0,0.0,1,0,0,0,0,No aplica
894,,4,,0.0,0.0,1,0,0,0,0,No aplica
895,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
896,,4,,0.0,0.0,1,0,0,0,0,No aplica
897,,4,,0.0,0.0,1,0,0,0,0,No aplica
898,19.0,4,,0.0,0.0,1,0,0,0,0,No aplica
899,,4,,0.0,0.0,1,0,0,0,0,No aplica
900,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
901,,4,,0.0,0.0,1,0,0,0,0,No aplica
902,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
903,,4,,0.0,0.0,1,0,0,0,0,No aplica
904,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
905,,4,,0.0,0.0,1,0,0,0,0,No aplica
906,,4,,0.0,0.0,1,0,0,0,0,No aplica
907,,4,,0.0,0.0,1,0,0,0,0,No aplica
908,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
909,,4,,0.0,0.0,1,0,0,0,0,No aplica
910,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
911,,4,,0.0,0.0,1,0,0,0,0,No aplica
912,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
913,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
914,,4,,0.0,0.0,1,0,0,0,0,No aplica
915,20.0,4,,0.0,0.0,1,0,0,0,0,No aplica
916,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
917,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
918,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
919,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
920,,4,,0.0,0.0,1,0,0,0,0,No aplica
921,,4,,0.0,0.0,1,0,0,0,0,No aplica
922,,4,,0.0,0.0,1,0,0,0,0,No aplica
923,,4,,0.0,0.0,1,0,0,0,0,No aplica
924,,4,,0.0,0.0,1,0,0,0,0,No aplica
925,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
926,,4,,0.0,0.0,1,0,0,0,0,No aplica
927,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
928,,4,,0.0,0.0,1,0,0,0,0,No aplica
929,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
930,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
931,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
932,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
933,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
934,,4,,0.0,0.0,1,0,0,0,0,No aplica
935,,4,,0.0,0.0,1,0,0,0,0,No aplica
936,,4,,0.0,0.0,1,0,0,0,0,No aplica
937,,4,,0.0,0.0,1,0,0,0,0,No aplica
938,,4,,0.0,0.0,1,0,0,0,0,No aplica
939,,4,,0.0,0.0,1,0,0,0,0,No aplica
940,,4,,0.0,0.0,1,0,0,0,0,No aplica
941,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
942,,4,,0.0,0.0,1,0,0,0,0,No aplica
943,,4,,0.0,0.0,1,0,0,0,0,No aplica
944,,4,,0.0,0.0,1,0,0,0,0,No aplica
945,,4,,0.0,0.0,1,0,0,0,0,No aplica
946,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
947,,4,,0.0,0.0,1,0,0,0,0,No aplica
948,,4,,0.0,0.0,1,0,0,0,0,No aplica
949,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
950,,4,,0.0,0.0,1,0,0,0,0,No aplica
951,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
952,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
953,,4,,0.0,0.0,1,0,0,0,0,No aplica
954,,4,,0.0,0.0,1,0,0,0,0,No aplica
955,13.0,4,,0.0,0.0,1,0,0,0,0,No aplica
956,,4,,0.0,0.0,1,0,0,0,0,No aplica
957,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
958,,4,,0.0,0.0,1,0,0,0,0,No aplica
959,,4,,0.0,0.0,1,0,0,0,0,No aplica
960,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
961,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
962,,4,,0.0,0.0,1,0,0,0,0,No aplica
963,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
964,,4,,0.0,0.0,1,0,0,0,0,No aplica
965,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
966,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
967,,4,,0.0,0.0,1,0,0,0,0,No aplica
968,,4,,0.0,0.0,1,0,0,0,0,No aplica
969,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
970,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
971,,4,,0.0,0.0,1,0,0,0,0,No aplica
972,,4,,0.0,0.0,1,0,0,0,0,No aplica
973,,4,,0.0,0.0,1,0,0,0,0,No aplica
974,,4,,0.0,0.0,1,0,0,0,0,No aplica
975,18.0,4,,0.0,0.0,1,0,0,0,0,No aplica
976,,4,,0.0,0.0,1,0,0,0,0,No aplica
977,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
978,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
979,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
980,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
981,,4,,0.0,0.0,1,0,0,0,0,No aplica
982,,4,,0.0,0.0,1,0,0,0,0,No aplica
983,,4,,0.0,0.0,1,0,0,0,0,No aplica
984,,4,,0.0,0.0,1,0,0,0,0,No aplica
985,,4,,0.0,0.0,1,0,0,0,0,No aplica
986,,4,,0.0,0.0,1,0,0,0,0,No aplica
987,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
988,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
989,,4,,0.0,0.0,1,0,0,0,0,No aplica
990,,4,,0.0,0.0,1,0,0,0,0,No aplica
991,,4,,0.0,0.0,1,0,0,0,0,No aplica
992,,4,,0.0,0.0,1,0,0,0,0,No aplica
993,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
994,,4,,0.0,0.0,1,0,0,0,0,No aplica
995,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
996,,4,,0.0,0.0,1,0,0,0,0,No aplica
997,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
998,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
999,,4,,0.0,0.0,1,0,0,0,0,No aplica
1000,,4,,0.0,0.0,1,0,0,0,0,No aplica
1001,,4,,0.0,0.0,1,0,0,0,0,No aplica
1002,,4,,0.0,0.0,1,0,0,0,0,No aplica
1003,,4,,0.0,0.0,1,0,0,0,0,No aplica
1004,,4,,0.0,0.0,1,0,0,0,0,No aplica
1005,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1006,,4,,0.0,0.0,1,0,0,0,0,No aplica
1007,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1008,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1009,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1010,,4,,0.0,0.0,1,0,0,0,0,No aplica
1011,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1012,,4,,0.0,0.0,1,0,0,0,0,No aplica
1013,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1014,,4,,0.0,0.0,1,0,0,0,0,No aplica
1015,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1016,,4,,0.0,0.0,1,0,0,0,0,No aplica
1017,,4,,0.0,0.0,1,0,0,0,0,No aplica
1018,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1019,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1020,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1021,,4,,0.0,0.0,1,0,0,0,0,No aplica
1022,,4,,0.0,0.0,1,0,0,0,0,No aplica
1023,,4,,0.0,0.0,1,0,0,0,0,No aplica
1024,,4,,0.0,0.0,1,0,0,0,0,No aplica
1025,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1026,,4,,0.0,0.0,1,0,0,0,0,No aplica
1027,,4,,0.0,0.0,1,0,0,0,0,No aplica
1028,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1029,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1030,21.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1031,,4,,0.0,0.0,1,0,0,0,0,No aplica
1032,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1033,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1034,,4,,0.0,0.0,1,0,0,0,0,No aplica
1035,12.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1036,,4,,0.0,0.0,1,0,0,0,0,No aplica
1037,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1038,,4,,0.0,0.0,1,0,0,0,0,No aplica
1039,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1040,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1041,,4,,0.0,0.0,1,0,0,0,0,No aplica
1042,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1043,,4,,0.0,0.0,1,0,0,0,0,No aplica
1044,,4,,0.0,0.0,1,0,0,0,0,No aplica
1045,,4,,0.0,0.0,1,0,0,0,0,No aplica
1046,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1047,6.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1048,,4,,0.0,0.0,1,0,0,0,0,No aplica
1049,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1050,12.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1051,,4,,0.0,0.0,1,0,0,0,0,No aplica
1052,,4,,0.0,0.0,1,0,0,0,0,No aplica
1053,,4,,0.0,0.0,1,0,0,0,0,No aplica
1054,13.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1055,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1056,,4,,0.0,0.0,1,0,0,0,0,No aplica
1057,,4,,0.0,0.0,1,0,0,0,0,No aplica
1058,6.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1059,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1060,,4,,0.0,0.0,1,0,0,0,0,No aplica
1061,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1062,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1063,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1064,22.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1065,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1066,,4,,0.0,0.0,1,0,0,0,0,No aplica
1067,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1068,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1069,,4,,0.0,0.0,1,0,0,0,0,No aplica
1070,,4,,0.0,0.0,1,0,0,0,0,No aplica
1071,,4,,0.0,0.0,1,0,0,0,0,No aplica
1072,,4,,0.0,0.0,1,0,0,0,0,No aplica
1073,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1074,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1075,,4,,0.0,0.0,1,0,0,0,0,No aplica
1076,,4,,0.0,0.0,1,0,0,0,0,No aplica
1077,6.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1078,,4,,0.0,0.0,1,0,0,0,0,No aplica
1079,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1080,,4,,0.0,0.0,1,0,0,0,0,No aplica
1081,12.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1082,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1083,,4,,0.0,0.0,1,0,0,0,0,No aplica
1084,,4,,0.0,0.0,1,0,0,0,0,No aplica
1085,,4,,0.0,0.0,1,0,0,0,0,No aplica
1086,,4,,0.0,0.0,1,0,0,0,0,No aplica
1087,,4,,0.0,0.0,1,0,0,0,0,No aplica
1088,,4,,0.0,0.0,1,0,0,0,0,No aplica
1089,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1090,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1091,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1092,,4,,0.0,0.0,1,0,0,0,0,No aplica
1093,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1094,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1095,,4,,0.0,0.0,1,0,0,0,0,No aplica
1096,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1097,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1098,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1099,,4,,0.0,0.0,1,0,0,0,0,No aplica
1100,,4,,0.0,0.0,1,0,0,0,0,No aplica
1101,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1102,,4,,0.0,0.0,1,0,0,0,0,No aplica
1103,,4,,0.0,0.0,1,0,0,0,0,No aplica
1104,,4,,0.0,0.0,1,0,0,0,0,No aplica
1105,,4,,0.0,0.0,1,0,0,0,0,No aplica
1106,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1107,,4,,0.0,0.0,1,0,0,0,0,No aplica
1108,,4,,0.0,0.0,1,0,0,0,0,No aplica
1109,,4,,0.0,0.0,1,0,0,0,0,No aplica
1110,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1111,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1112,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1113,,4,,0.0,0.0,1,0,0,0,0,No aplica
1114,,4,,0.0,0.0,1,0,0,0,0,No aplica
1115,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1116,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1117,,4,,0.0,0.0,1,0,0,0,0,No aplica
1118,,4,,0.0,0.0,1,0,0,0,0,No aplica
1119,,4,,0.0,0.0,1,0,0,0,0,No aplica
1120,,4,,0.0,0.0,1,0,0,0,0,No aplica
1121,,4,,0.0,0.0,1,0,0,0,0,No aplica
1122,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1123,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1124,,4,,0.0,0.0,1,0,0,0,0,No aplica
1125,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1126,,4,,0.0,0.0,1,0,0,0,0,No aplica
1127,,4,,0.0,0.0,1,0,0,0,0,No aplica
1128,,4,,0.0,0.0,1,0,0,0,0,No aplica
1129,,4,,0.0,0.0,1,0,0,0,0,No aplica
1130,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1131,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1132,,4,,0.0,0.0,1,0,0,0,0,No aplica
1133,,4,,0.0,0.0,1,0,0,0,0,No aplica
1134,,4,,0.0,0.0,1,0,0,0,0,No aplica
1135,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1136,,4,,0.0,0.0,1,0,0,0,0,No aplica
1137,,4,,0.0,0.0,1,0,0,0,0,No aplica
1138,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1139,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1140,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1141,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1142,,4,,0.0,0.0,1,0,0,0,0,No aplica
1143,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1144,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1145,,4,,0.0,0.0,1,0,0,0,0,No aplica
1146,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1147,,4,,0.0,0.0,1,0,0,0,0,No aplica
1148,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1149,,4,,0.0,0.0,1,0,0,0,0,No aplica
1150,,4,,0.0,0.0,1,0,0,0,0,No aplica
1151,,4,,0.0,0.0,1,0,0,0,0,No aplica
1152,,4,,0.0,0.0,1,0,0,0,0,No aplica
1153,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1154,,4,,0.0,0.0,1,0,0,0,0,No aplica
1155,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1156,,4,,0.0,0.0,1,0,0,0,0,No aplica
1157,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1158,,4,,0.0,0.0,1,0,0,0,0,No aplica
1159,,4,,0.0,0.0,1,0,0,0,0,No aplica
1160,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1161,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1162,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1163,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1164,,4,,0.0,0.0,1,0,0,0,0,No aplica
1165,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1166,,4,,0.0,0.0,1,0,0,0,0,No aplica
1167,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1168,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1169,,4,,0.0,0.0,1,0,0,0,0,No aplica
1170,,4,,0.0,0.0,1,0,0,0,0,No aplica
1171,,4,,0.0,0.0,1,0,0,0,0,No aplica
1172,23.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1173,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1174,,4,,0.0,0.0,1,0,0,0,0,No aplica
1175,,4,,0.0,0.0,1,0,0,0,0,No aplica
1176,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1177,,4,,0.0,0.0,1,0,0,0,0,No aplica
1178,,4,,0.0,0.0,1,0,0,0,0,No aplica
1179,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1180,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1181,12.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1182,,4,,0.0,0.0,1,0,0,0,0,No aplica
1183,,4,,0.0,0.0,1,0,0,0,0,No aplica
1184,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1185,,4,,0.0,0.0,1,0,0,0,0,No aplica
1186,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1187,,4,,0.0,0.0,1,0,0,0,0,No aplica
1188,,4,,0.0,0.0,1,0,0,0,0,No aplica
1189,,4,,0.0,0.0,1,0,0,0,0,No aplica
1190,,4,,0.0,0.0,1,0,0,0,0,No aplica
1191,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1192,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1193,,4,,0.0,0.0,1,0,0,0,0,No aplica
1194,,4,,0.0,0.0,1,0,0,0,0,No aplica
1195,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1196,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1197,,4,,0.0,0.0,1,0,0,0,0,No aplica
1198,,4,,0.0,0.0,1,0,0,0,0,No aplica
1199,,4,,0.0,0.0,1,0,0,0,0,No aplica
1200,,4,,0.0,0.0,1,0,0,0,0,No aplica
1201,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1202,,4,,0.0,0.0,1,0,0,0,0,No aplica
1203,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1204,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1205,,4,,0.0,0.0,1,0,0,0,0,No aplica
1206,,4,,0.0,0.0,1,0,0,0,0,No aplica
1207,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1208,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1209,,4,,0.0,0.0,1,0,0,0,0,No aplica
1210,18.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1211,,4,,0.0,0.0,1,0,0,0,0,No aplica
1212,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1213,,4,,0.0,0.0,1,0,0,0,0,No aplica
1214,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1215,15.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1216,,4,,0.0,0.0,1,0,0,0,0,No aplica
1217,,4,,0.0,0.0,1,0,0,0,0,No aplica
1218,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1219,,4,,0.0,0.0,1,0,0,0,0,No aplica
1220,,4,,0.0,0.0,1,0,0,0,0,No aplica
1221,,4,,0.0,0.0,1,0,0,0,0,No aplica
1222,,4,,0.0,0.0,1,0,0,0,0,No aplica
1223,,4,,0.0,0.0,1,0,0,0,0,No aplica
1224,,4,,0.0,0.0,1,0,0,0,0,No aplica
1225,,4,,0.0,0.0,1,0,0,0,0,No aplica
1226,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1227,,4,,0.0,0.0,1,0,0,0,0,No aplica
1228,,4,,0.0,0.0,1,0,0,0,0,No aplica
1229,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1230,,4,,0.0,0.0,1,0,0,0,0,No aplica
1231,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1232,6.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1233,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1234,,4,,0.0,0.0,1,0,0,0,0,No aplica
1235,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1236,,4,,0.0,0.0,1,0,0,0,0,No aplica
1237,,4,,0.0,0.0,1,0,0,0,0,No aplica
1238,,4,,0.0,0.0,1,0,0,0,0,No aplica
1239,,4,,0.0,0.0,1,0,0,0,0,No aplica
1240,,4,,0.0,0.0,1,0,0,0,0,No aplica
1241,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1242,,4,,0.0,0.0,1,0,0,0,0,No aplica
1243,,4,,0.0,0.0,1,0,0,0,0,No aplica
1244,,4,,0.0,0.0,1,0,0,0,0,No aplica
1245,,4,,0.0,0.0,1,0,0,0,0,No aplica
1246,,4,,0.0,0.0,1,0,0,0,0,No aplica
1247,,4,,0.0,0.0,1,0,0,0,0,No aplica
1248,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1249,,4,,0.0,0.0,1,0,0,0,0,No aplica
1250,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1251,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1252,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1253,6.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1254,6.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1255,,4,,0.0,0.0,1,0,0,0,0,No aplica
1256,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1257,,4,,0.0,0.0,1,0,0,0,0,No aplica
1258,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1259,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1260,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1261,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1262,,4,,0.0,0.0,1,0,0,0,0,No aplica
1263,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1264,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1265,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1266,,4,,0.0,0.0,1,0,0,0,0,No aplica
1267,,4,,0.0,0.0,1,0,0,0,0,No aplica
1268,,4,,0.0,0.0,1,0,0,0,0,No aplica
1269,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1270,,4,,0.0,0.0,1,0,0,0,0,No aplica
1271,,4,,0.0,0.0,1,0,0,0,0,No aplica
1272,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1273,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1274,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1275,,4,,0.0,0.0,1,0,0,0,0,No aplica
1276,,4,,0.0,0.0,1,0,0,0,0,No aplica
1277,,4,,0.0,0.0,1,0,0,0,0,No aplica
1278,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1279,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1280,,4,,0.0,0.0,1,0,0,0,0,No aplica
1281,6.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1282,,4,,0.0,0.0,1,0,0,0,0,No aplica
1283,,4,,0.0,0.0,1,0,0,0,0,No aplica
1284,,4,,0.0,0.0,1,0,0,0,0,No aplica
1285,,4,,0.0,0.0,1,0,0,0,0,No aplica
1286,11.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1287,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1288,,4,,0.0,0.0,1,0,0,0,0,No aplica
1289,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1290,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1291,,4,,0.0,0.0,1,0,0,0,0,No aplica
